Date,Open,High,Low,Close,Volume,Year,Month,Symbol,Sector,Company Name
2025-08-26,9.51,10.33,9.01,9.64,423137,2025,8,KOHP,Power Generation and Distribution,Kohinoor Power Company Limited
2025-08-26,62.2,62.2,60.11,60.64,49891,2025,8,KOHTM,Textile Spinning,Kohat Textile Mills Limited
2025-08-26,13.78,13.78,13.4,13.68,162316,2025,8,KOIL,Textile Composite,Kohinoor Industries Limited
2025-08-26,7.15,7.2,6.7,6.74,33777336,2025,8,KOSM,Textile Spinning,Kohinoor Spinning Mills Limited
2025-08-26,138.39,149.89,128.0,143.0,876,2025,8,KPUS,Sugar and Allied Industries,Khairpur Sugar Mills Limited
2025-08-26,223.2,227.76,222.0,223.42,57516,2025,8,KSBP,Engineering,K.S.B. Pumps Co. Limited
2025-08-26,9.8,9.8,9.5,9.58,1200,2025,8,KSTM,Textile Spinning,Khalid Siraj Textile Mills Limited
2025-08-26,246.01,250.0,245.0,246.31,17703,2025,8,KTML,Textile Composite,Kohinoor Textile Mills Limited
2025-08-26,338.0,338.0,336.0,336.39,82627,2025,8,LCI,Chemical,Lucky Core Industries Limited
2025-08-26,59.39,59.39,53.67,53.67,155446,2025,8,LEUL,Leather and Tanneries,Leather Up Industries Limited
2025-08-26,15.83,15.91,15.7,15.74,995338,2025,8,LOADS,Automobile Parts and Accessories,Loads Limited
2025-08-26,21.4,22.1,21.4,21.58,2137221,2025,8,LOTCHEM,Chemical,Lotte Chemical Pakistan Limited
2025-08-26,114.89,115.55,110.0,112.06,17123,2025,8,LPGL,Chemical,Leiner Pak Gelatine Limited
2025-08-26,27.5,27.5,26.87,26.95,138581,2025,8,LPL,Power Generation and Distribution,Lalpir Power Limited
2025-08-26,413.7,422.98,411.0,415.44,907341,2025,8,LUCK,Cement,Lucky Cement Limited
2025-08-26,34.02,35.75,33.51,34.56,772451,2025,8,MACFL,Misc.,Macpac Films Limited
2025-08-26,400.0,403.0,397.0,398.34,26780,2025,8,MACTER,Pharmaceuticals,Macter International Limited
2025-08-26,627.11,635.0,627.11,628.43,672418,2025,8,MARI,Oil and Gas Exploration,Mari Petroleum Company Limited
2025-08-26,355.0,357.0,348.01,350.18,235528,2025,8,MCB,Commercial Banks,MCB Bank Limited
2025-08-26,3.33,3.42,3.27,3.33,830295,2025,8,MDTL,Technoly and Commnunication,Media Times Limited
2025-08-26,394.9,396.0,389.21,391.24,1783888,2025,8,MEBL,Commercial Banks,Meezan Bank Limited
2025-08-26,345.0,355.78,345.0,346.13,95,2025,8,MEHT,Textile Composite,Mehmood Textile Mills Limited
2025-08-26,12.2,12.2,11.75,11.85,329424,2025,8,MERIT,Paper and Board,Merit Packaging Limited
2025-08-26,211.4,218.49,210.11,211.34,131020,2025,8,MFFL,Food and Personal Care Products,Mitchells Fruit Farms Limited
2025-08-26,54.45,54.95,53.05,54.0,52839,2025,8,MFL,Food and Personal Care Products,Matco Foods Limited
2025-08-26,43.75,44.5,42.51,43.25,926119,2025,8,MIRKS,Sugar and Allied Industries,Mirpurkhas Sugar Mills Limited
2025-08-26,95.31,98.0,94.64,96.2,6671215,2025,8,MLCF,Cement,Maple Leaf Cement Factory Limited
2025-08-26,43.85,43.85,41.5,41.77,32121,2025,8,MQTM,Textile Spinning,Maqbool Textile Mills Limited
2025-08-26,67.98,68.98,67.5,68.49,10674,2025,8,MRNS,Sugar and Allied Industries,Mehran Sugar Mills Limited
2025-08-26,14.3,14.64,14.01,14.4,65949,2025,8,MSCL,Engineering,Metropolitan Steel Corporation Limited
2025-08-26,63.3,66.0,63.3,65.0,6701,2025,8,MSOT,Textile Composite,Masood Textile Mills Limited
2025-08-26,572.99,576.0,571.0,574.24,36840,2025,8,MTL,Automobile Assembler,Millat Tractors Limited
2025-08-26,75.0,76.44,74.5,75.68,946670,2025,8,MUGHAL,Engineering,Mughal Iron and Steel Industries Limited
2025-08-26,1030.55,1070.0,1030.55,1051.28,22135,2025,8,MUREB,Food and Personal Care Products,Murree Brewery Company Limited
2025-08-26,47.39,47.39,45.5,46.32,2996,2025,8,MWMP,Misc.,Mandviwala Mauser Plastic Industries Limited
2025-08-26,71.0,73.0,71.0,71.93,600,2025,8,NAGC,Textile Spinning,Nagina Cotton Mills Limited
2025-08-26,382.0,385.0,379.16,381.92,184015,2025,8,NATF,Food and Personal Care Products,National Foods Limited
2025-08-26,154.24,155.2,152.01,152.38,4316256,2025,8,NBP,Commercial Banks,National Bank Of Pakistan
2025-08-26,47.8,47.8,42.52,46.7,70941,2025,8,NCL,Textile Composite,Nishat Chunian Limited
2025-08-26,13.11,13.69,13.11,13.27,18875,2025,8,NCML,Textile Spinning,Nazir Cotton Mills Limited
2025-08-26,27.71,27.99,25.02,27.61,564092,2025,8,NCPL,Power Generation and Distribution,Nishat Chunian Power Limited
2025-08-26,8103.42,8250.0,7900.01,8225.07,278,2025,8,NESTLE,Food and Personal Care Products,Nestle Pakistan Limited
2025-08-26,144.12,145.0,143.1,143.56,315022,2025,8,NETSOL,Technoly and Commnunication,NetSol Technologies Limited
2025-08-26,11.81,12.14,11.25,11.27,80823,2025,8,NEXT,Banks/INV. COS/Securities COS.,Next Capital Limited
2025-08-26,173.5,173.5,169.0,169.39,14450,2025,8,NICL,Chemical,Nimir Industrial Chemicals Limited
2025-08-26,148.0,149.3,142.66,145.06,859381,2025,8,NML,Textile Composite,Nishat Mills Limited
2025-08-26,83.99,84.99,80.17,84.62,2530,2025,8,NONS,Sugar and Allied Industries,Noon Sugar Mills Limited
2025-08-26,40.0,40.7,39.6,40.1,1112263,2025,8,NPL,Power Generation and Distribution,Nishat Power Limited
2025-08-26,271.84,279.9,266.0,272.58,2574266,2025,8,NRL,Refinery,National Refinery Limited
2025-08-26,32.99,34.0,32.99,33.74,541690,2025,8,NRSL,Chemical,Nimir Resins Limited
2025-08-26,103.06,113.0,103.06,114.5,26,2025,8,NSRM,Synthetic and Rayon,National Silk and Rayon Mills Limited
2025-08-26,9.1,9.1,8.85,8.97,73173,2025,8,OBOY,Oil and Gas Marketing,Oilboy Engergy Limited
2025-08-26,53.33,53.88,53.01,53.42,401063,2025,8,OCTOPUS,Technoly and Commnunication,Octopus Digital Limited
2025-08-26,263.94,264.7,259.5,260.42,4337958,2025,8,OGDC,Oil and Gas Exploration,Oil and Gas Development Company Limited
2025-08-26,43.5,45.1,43.5,44.92,53766,2025,8,OLPL,Banks/INV. COS/Securities COS.,Orix Leasing Pakistan Limited
2025-08-26,21.0,21.79,21.0,21.71,8984,2025,8,OLPM,Modrabas,OLP Modaraba
2025-08-26,41.4,43.0,41.4,39.63,100,2025,8,OML,Misc.,Olympia Mills Limited
2025-08-26,11.01,11.18,10.5,11.0,83634,2025,8,ORM,Modrabas,Orient Rental Mod
2025-08-26,289.48,293.0,289.48,291.6,9965,2025,8,OTSU,Pharmaceuticals,Otsuka Pakistan Limited
2025-08-26,158.75,162.0,158.0,158.82,649014,2025,8,PABC,Misc.,Pakistan Aluminium Beverage Cans Limited
2025-08-26,6.05,6.18,5.97,6.06,8135989,2025,8,PACE,Property,Pace (Pakistan) Limited
2025-08-26,43.5,44.4,43.5,43.7,5179573,2025,8,PAEL,Cable and Electrical Goods,Pak Elektron Limited
2025-08-26,216.99,216.99,207.0,208.39,30039,2025,8,PAKD,Technoly and Commnunication,Pak Datacom Limited
2025-08-26,33.0,34.0,33.0,34.0,5651,2025,8,PAKL,Leather and Tanneries,Pak Leather Crafts Limited
2025-08-26,230.0,247.49,230.0,235.81,176323,2025,8,PAKOXY,Chemical,Pakistan Oxygen Limited
2025-08-26,14.91,15.0,14.73,14.79,176119,2025,8,PAKRI,Insurance,Pakistan Reinsurance Company Limited
2025-08-26,1342.1,1350.0,1335.0,1338.04,11803,2025,8,PAKT,Tobacco,Pakistan Tobacco Company Limited
2025-08-26,2.8,2.94,2.75,2.78,8658377,2025,8,PASL,Banks/INV. COS/Securities COS.,Pervez Ahmed Consultancy Services Limited
2025-08-26,8.95,9.0,8.33,8.39,124697,2025,8,PASM,Textile Composite,Paramount Spinning Mills Limited
2025-08-26,181.49,181.5,176.55,177.22,18970,2025,8,PCAL,Cable and Electrical Goods,Pakistan Cables Limited
2025-08-26,630.1,638.99,580.0,610.51,426,2025,8,PECO,Engineering,Pakistan Engineering Company Limited
2025-08-26,19.75,20.08,19.42,19.53,27352,2025,8,PGLC,Leasing Companies,Pak Gulf Leasing Company Limited
2025-08-26,11.45,11.45,11.09,11.19,6790513,2025,8,PIBTL,Transport,Pakistan International Bulk Terminal Limited
2025-08-26,44.06,44.5,40.1,40.76,547145,2025,8,PICT,Transport,Pakistan International Container Terminal Limited
2025-08-26,5.82,6.2,5.82,5.91,136178,2025,8,PIL,Insurance,PICIC Insurance Limited
2025-08-26,25.88,25.89,23.67,25.89,23140,2025,8,PIM,Modrabas,Popular Islamic Modaraba
2025-08-26,8.59,9.45,8.3,9.31,2228247,2025,8,PINL,Insurance,Premier Insurance Limited
2025-08-26,248.0,248.01,245.5,247.75,24344,2025,8,PIOC,Cement,Pioneer Cement Limited
2025-08-26,10.35,10.77,10.31,10.77,1156,2025,8,PKGI,Insurance,Pakistan General Insurance Company Limited
2025-08-26,128.9,128.9,125.01,127.91,4465,2025,8,PKGP,Power Generation and Distribution,PAKGEN Power Limited
2025-08-26,684.82,730.0,681.2,694.0,10215,2025,8,PKGS,Paper and Board,Packages Limited
2025-08-26,1300.0,1300.0,1300.0,1300.0,4328,2025,8,PMPK,Tobacco,Philip Morris (Pakistan) Limited
2025-08-26,291.03,345.0,291.03,344.94,167,2025,8,PMRS,Sugar and Allied Industries,Premier Sugar Mills and Distillery Company Limited
2025-08-26,430.01,437.5,428.6,432.53,9660,2025,8,PNSC,Transport,Pakistan National Shipping Corporation Limited
2025-08-26,647.99,665.0,646.98,658.86,417761,2025,8,POL,Oil and Gas Exploration,Pakistan Oilfields Limited
2025-08-26,207.5,207.5,203.0,207.01,9201,2025,8,POML,Vanaspati and Allied Industry,Punjab Oil Mills Limited
2025-08-26,15.18,15.5,15.0,15.39,3232031,2025,8,POWER,Cement,Power Cement Limited
2025-08-26,22.89,23.18,20.25,23.12,1657,2025,8,POWERPS,Cement,Power Cement PREF
2025-08-26,180.0,180.45,178.49,178.66,2939273,2025,8,PPL,Oil and Gas Exploration,Pakistan Petroleum Limited
2025-08-26,178.0,183.0,174.5,179.85,199105,2025,8,PPP,Paper and Board,Pakistan Paper Prouducts Limited
2025-08-26,17.4,17.44,16.8,17.14,7234,2025,8,PPVC,Chemical,Pakistan PVC Limited
2025-08-26,40.45,40.55,39.85,40.16,2681987,2025,8,PREMA,Food and Personal Care Products,At-Tahur Limited
2025-08-26,465.0,490.0,465.0,465.83,194,2025,8,PRET,Textile Spinning,Premium Textile Mills Limited
2025-08-26,31.05,31.65,30.91,31.3,5173045,2025,8,PRL,Refinery,Pakistan Refinery Limited
2025-08-26,60.49,61.0,58.08,61.0,1105,2025,8,PRWM,Textile Weaving,Prosperity Weaving Mills Limited
2025-08-26,922.01,928.98,906.0,913.01,445,2025,8,PSEL,Misc.,Pakistan Services Limited
2025-08-26,406.0,407.97,403.61,404.37,3930982,2025,8,PSO,Oil and Gas Marketing,Pakistan State Oil Company Limited
2025-08-26,33.0,33.0,32.65,32.71,405626,2025,8,PSX,Banks/INV. COS/Securities COS.,Pakistan Stock Exchange Limited
2025-08-26,24.3,24.3,23.7,23.77,1551189,2025,8,PTC,Technoly and Commnunication,Pakistan Telecommunication Company Limited
2025-08-26,54.5,55.0,53.0,54.03,887324,2025,8,PTL,Automobile Parts and Accessories,Panther Tyres Ltd.
2025-08-26,18.49,18.49,17.3,17.34,26558,2025,8,QUET,Textile Composite,Quetta Textile Mills Limited
2025-08-26,8.35,9.07,8.3,8.43,7697073,2025,8,QUICE,Food and Personal Care Products,Quice Food Limited
2025-08-26,500.0,515.0,500.0,510.07,50,2025,8,RCML,Textile Spinning,Reliance Cotton Spinning Mills Limited
2025-08-26,26.0,26.49,25.12,25.41,6620,2025,8,REDCO,Textile Composite,Redco Textiles Limited
2025-08-26,111.23,115.97,111.0,111.23,104,2025,8,REWM,Textile Composite,Reliance Weaving Mills Limited
2025-08-26,12.52,12.88,12.46,12.48,16296,2025,8,RICL,Insurance,Reliance Insurance Company Limited
2025-08-26,9500.01,9748.0,9500.01,9629.99,37,2025,8,RMPL,Food and Personal Care Products,Rafhan Maize Products Limited
2025-08-26,20.56,21.05,20.55,20.59,326545,2025,8,RPL,Paper and Board,Roshan Packages Limited
2025-08-26,14.5,14.51,13.52,14.2,3783,2025,8,RUBY,Textile Spinning,Ruby Textile Mills Limited
2025-08-26,31.62,35.5,31.0,33.77,19796,2025,8,RUPL,Synthetic and Rayon,Rupali Polyester Limited
2025-08-26,27.5,27.5,26.0,26.0,3215,2025,8,SAIF,Textile Spinning,Saif Textile Mills Limited
2025-08-26,64.9,64.9,63.0,63.22,1793,2025,8,SANSM,Sugar and Allied Industries,Sanghar Sugar Mills Limited
2025-08-26,1335.0,1400.0,1335.0,1398.61,1138,2025,8,SAPT,Textile Composite,Sapphire Textile Mills Limited
2025-08-26,81.0,81.0,72.16,77.64,21477,2025,8,SARC,Chemical,Sardar Chemical Industries Limited
2025-08-26,227.99,227.99,200.17,205.47,906,2025,8,SASML,Sugar and Allied Industries,Sind Abadgar Sugar Mills Limited
2025-08-26,1478.89,1478.89,1465.1,1470.4,40637,2025,8,SAZEW,Automobile Assembler,Sazgar Engineering  Works Limited
2025-08-26,9.06,9.6,9.06,9.36,23542,2025,8,SBL,Commercial Banks,Samba Bank Limited
2025-08-26,80.8,85.0,79.98,81.5,157316,2025,8,SCBPL,Commercial Banks,Standard Chartered Bank Limited
2025-08-26,339.15,339.15,316.51,332.36,90,2025,8,SCL,Food and Personal Care Products,Shield Corporation Limited
2025-08-26,112.51,113.48,108.01,110.37,8040543,2025,8,SEARL,Pharmaceuticals,The Searle Company Limited
2025-08-26,16.6,16.6,15.11,15.49,41875,2025,8,SEL,Power Generation and Distribution,Sitara Energy Limited
2025-08-26,179.96,179.96,175.0,175.88,24368,2025,8,SEPL,Paper and Board,Security Paper Limited
2025-08-26,22.57,22.98,22.0,22.01,4388,2025,8,SERT,Textile Spinning,Service Industries Textile Limited
2025-08-26,1113.0,1113.0,1067.0,1089.47,36,2025,8,SFL,Textile Composite,Sapphire Fibers Limited
2025-08-26,78.0,84.73,77.05,84.73,537062,2025,8,SGF,Leather and Tanneries,Service GlobalFootwear Limited
2025-08-26,12.02,12.89,12.0,12.5,112936,2025,8,SGPL,Power Generation and Distribution,S.G. Power Limited
2025-08-26,55.24,55.89,45.73,45.9,31508,2025,8,SHCM,Textile Spinning,Shadman Cotton Mills Limited
2025-08-26,56.65,62.32,56.0,62.32,462246,2025,8,SHDT,Textile Spinning,Shadab Textile Mills Limited
2025-08-26,200.13,203.8,198.15,203.5,2737,2025,8,SHEZ,Food and Personal Care Products,Shezan International Limited
2025-08-26,575.0,581.0,569.01,570.33,17897,2025,8,SHFA,Misc.,Shifa International Hospitals Limited
2025-08-26,9.8,10.5,9.0,9.35,271933,2025,8,SHNI,Insurance,Shaheen Insurance Company Limited
2025-08-26,419.9,447.35,419.9,436.16,21722,2025,8,SHSML,Sugar and Allied Industries,Shahmurad Sugar Mills Limited
2025-08-26,11.9,11.9,10.49,11.35,46479,2025,8,SIBL,Banks/INV. COS/Securities COS.,Security Investment Bank Limited
2025-08-26,1565.99,1566.0,1530.01,1566.0,184,2025,8,SIEM,Cable and Electrical Goods,Siemens Pakistan Engineering Co. Limited
2025-08-26,14.82,15.29,14.75,14.75,12477,2025,8,SINDM,Modrabas,Sindh Modaraba
2025-08-26,612.0,634.0,612.0,620.15,17573,2025,8,SITC,Chemical,Sitara Chemical Industries Limited
2025-08-26,12.0,12.28,11.68,11.77,45475,2025,8,SKRS,Sugar and Allied Industries,Sakrand Sugar Mills Limited
2025-08-26,16.8,17.83,15.57,17.83,117061,2025,8,SLYT,Textile Spinning,Sally Textile Mills Limited
2025-08-26,25.97,26.9,25.97,26.49,240869,2025,8,SMCPL,Cement,Safe Mix Concrete Limited
2025-08-26,65.0,66.25,65.0,65.05,7401,2025,8,SML,Sugar and Allied Industries,Shakarganj Limited
2025-08-26,26.6,26.86,26.35,26.71,6913,2025,8,SNAI,Textile Spinning,Sana Industries Limited
2025-08-26,24.53,24.88,24.11,24.28,455394,2025,8,SNBL,Commercial Banks,Soneri Bank Limited
2025-08-26,116.75,117.49,116.02,116.54,1077240,2025,8,SNGP,Oil and Gas Marketing,Sui Northern Gas Pipelines Limited
2025-08-26,65.45,66.14,64.4,65.04,1701165,2025,8,SPEL,Misc.,Synthetic Products Enterprises Limited
2025-08-26,18.39,18.39,17.84,17.99,11501,2025,8,SPL,Chemical,Sitara Peroxide Limited
2025-08-26,12.2,12.41,12.0,12.11,1090032,2025,8,SPWL,Power Generation and Distribution,Saif Power Limited
2025-08-26,1320.0,1451.23,1318.5,1331.87,453958,2025,8,SRVI,Leather and Tanneries,Service Industries Limited
2025-08-26,42.85,43.35,42.11,43.16,16376354,2025,8,SSGC,Oil and Gas Marketing,Sui Southern Gas Company Limited
2025-08-26,15.05,15.4,15.05,15.17,1298,2025,8,SSML,Textile Spinning,Saritow Spinning Mills Limited
2025-08-26,728.74,728.74,669.99,683.33,37892,2025,8,SSOM,Vanaspati and Allied Industry,S.S. Oil Mills Limited
2025-08-26,17.0,17.25,17.0,17.01,40659,2025,8,STCL,Grass and Ceramics,Shabbir Tiles and Ceramics Limited
2025-08-26,77.0,77.0,77.0,76.0,10,2025,8,STJT,Textile Weaving,Shahtaj Textile Mills Limited
2025-08-26,34.99,34.99,33.81,33.81,5020,2025,8,STML,Textile Composite,Shams Textile Mills Limited
2025-08-26,7.3,8.1,7.3,7.77,8940025,2025,8,STPL,Misc.,Siddiqsons Tin Plate Limited
2025-08-26,114.0,126.42,114.0,126.42,4933,2025,8,SUHJ,JUTE,Suhail Jute Mills Limited
2025-08-26,130.01,131.99,129.5,129.6,18049,2025,8,SURC,Textile Composite,Suraj Cotton Mills Limited
2025-08-26,175.0,178.0,174.0,174.52,2286,2025,8,SUTM,Textile Spinning,Sunrays Textile Mills Limited
2025-08-26,137.77,139.39,136.8,137.34,1569580,2025,8,SYS,Technoly and Commnunication,Systems Limited
2025-08-26,62.1,63.9,57.02,63.03,631,2025,8,SZTM,Textile Spinning,Shahzad Textile Mills Limited
2025-08-26,230.0,231.0,210.83,214.0,720011,2025,8,TATM,Textile Spinning,Tata Textile Mills Limited
2025-08-26,16.99,17.1,16.87,17.02,77162,2025,8,TCORP,Sugar and Allied Industries,Tariq Corporation Limited
2025-08-26,7.91,8.19,7.85,7.95,9350838,2025,8,TELE,Technoly and Commnunication,Telecard Limited
2025-08-26,260.0,260.8,256.1,256.32,23939,2025,8,TGL,Grass and Ceramics,Tariq Glass Industries Limited
2025-08-26,596.0,600.0,596.0,597.94,2013,2025,8,THALL,Automobile Parts and Accessories,Thal Limited
2025-08-26,43.66,44.22,43.1,43.61,808338,2025,8,THCCL,Cement,Thatta Cement Company Limited
2025-08-26,559.98,559.98,555.0,555.22,76,2025,8,TICL,Sugar and Allied Industries,Thal Industries Corporation Limited
2025-08-26,37.49,41.01,37.25,40.96,15854017,2025,8,TOMCL,Food and Personal Care Products,The Organic Meat Company Limited
2025-08-26,175.0,175.99,170.05,171.82,72976,2025,8,TOWL,Textile Composite,Towellers Limited
2025-08-26,5.64,6.64,5.6,6.64,13288537,2025,8,TPL,Technoly and Commnunication,TPL Corp Limited
2025-08-26,10.5,11.28,10.01,11.28,1143989,2025,8,TPLI,Insurance,TPL Insurance Limited
2025-08-26,9.99,10.41,9.85,10.24,23395705,2025,8,TPLP,Property,TPL Properties Limited
2025-08-26,7.34,7.81,7.22,7.41,1866689,2025,8,TPLT,Technoly and Commnunication,TPL Trakker Limited
2025-08-26,24.95,25.83,24.76,24.84,33123483,2025,8,TREET,Food and Personal Care Products,Treet Corporation Limited
2025-08-26,55.9,57.35,55.6,56.73,6156556,2025,8,TRG,Technoly and Commnunication,TRG Pakistan Limited
2025-08-26,133.33,133.33,131.52,132.09,17570,2025,8,TRIPF,Misc.,Tri-Pack Films Limited
2025-08-26,42.11,43.0,40.5,42.14,1946595,2025,8,TRSM,Modrabas,Trust Modarba
2025-08-26,13.0,13.2,12.75,13.1,12730,2025,8,TSBL,Banks/INV. COS/Securities COS.,Trust Securities and  Brokerage Limited
2025-08-26,12.53,13.0,12.53,12.68,2110,2025,8,TSMF,Close End Mutual Funds,Tri-Star Mutual Fund Limited
2025-08-26,9.99,9.99,9.5,9.58,83940,2025,8,TSPL,Power Generation and Distribution,Tri-Star Power Limited
2025-08-26,24.49,25.0,24.49,24.97,17521,2025,8,UBDL,Misc.,United Brands Limited
2025-08-26,382.48,382.48,378.01,379.92,533252,2025,8,UBL,Commercial Banks,United Bank Limited
2025-08-26,4.52,4.7,4.52,4.57,16405,2025,8,UCAPM,Modrabas,UNICAP Modarba
2025-08-26,81.75,82.0,79.99,80.43,4124,2025,8,UDPL,Misc.,United Distributors Pakistan Limited
2025-08-26,15.48,15.48,15.25,15.27,267355,2025,8,UNIC,Insurance,United Insurance Company of Pakistan Limited
2025-08-26,30.1,30.42,29.65,29.84,9493507,2025,8,UNITY,Food and Personal Care Products,Unity Foods Limited
2025-08-26,30336.89,30800.0,30005.0,30337.58,60,2025,8,UPFL,Food and Personal Care Products,Unilever Pakistan Foods Limited
2025-08-26,10.97,10.97,10.37,10.97,1163777,2025,8,UVIC,Insurance,Universal Insurance Company Limited
2025-08-26,402.85,408.98,396.0,403.37,2718,2025,8,WAHN,Chemical,Wah Noble Chemicals Limited
2025-08-26,9.1,9.2,9.0,9.11,1962986,2025,8,WAVES,Cable and Electrical Goods,Waves Singer Pakistan Limited
2025-08-26,1.43,1.44,1.41,1.41,13647628,2025,8,WTL,Technoly and Commnunication,WorldCall Telecom Limited
2025-08-26,5.9,5.95,5.61,5.65,3566087,2025,8,YOUW,Textile Weaving,Yousuf Weaving Mills Limited
2025-08-26,83.99,83.99,76.31,77.91,37523,2025,8,ZAHID,Textile Composite,Zahidjee Textile Mills Limited
2025-08-27,11.63,11.64,11.3,11.62,13437,2025,8,786,Banks/INV. COS/Securities COS.,786 Investment Limited
2025-08-27,1086.99,1087.0,1075.0,1078.56,64,2025,8,AABS,Sugar and Allied Industries,Al-Abbas Sugar Mills Limited
2025-08-27,58.0,59.99,56.0,56.32,12510,2025,8,AATM,Textile Spinning,Ali Asghar Textile Mills Limited
2025-08-27,184.8,184.8,180.01,180.89,30857,2025,8,ABL,Commercial Banks,Allied Bank Limited
2025-08-27,1178.0,1180.0,1122.1,1129.3,18770,2025,8,ABOT,Pharmaceuticals,Abbot Laboatories (Pakistan) Limited
2025-08-27,290.01,293.7,287.65,288.56,104623,2025,8,ACPL,Cement,Attock Cement (Pakistan) Limited
2025-08-27,72.0,72.0,65.05,70.0,92,2025,8,ADAMS,Sugar and Allied Industries,Adam Sugar Mills Limited
2025-08-27,61.98,63.0,60.51,60.62,30872,2025,8,ADMM,Textile Composite,Artistic Denim Mills Limited
2025-08-27,9.0,9.19,8.91,9.0,2977207,2025,8,AGHA,Engineering,Agha Steel Indunstries Limited
2025-08-27,44.99,45.0,44.0,44.09,24134,2025,8,AGIC,Insurance,Askari General Inusrance Company Limited
2025-08-27,140.97,141.0,139.0,139.93,38707,2025,8,AGIL,Automobile Parts and Accessories,Agriautos Industries Limited
2025-08-27,81.76,81.88,79.75,79.99,837027,2025,8,AGL,Chemical,Agritech Limited
2025-08-27,194.0,196.48,187.0,190.1,2575508,2025,8,AGP,Pharmaceuticals,AGP Limited
2025-08-27,9.15,9.8,9.1,9.47,3681424,2025,8,AGSML,Sugar and Allied Industries,Abdullah Shah Ghazi Sugar Mills Limited
2025-08-27,406.85,406.85,401.07,403.05,9137,2025,8,AGTL,Automobile Assembler,Al-Ghazi Tractors Limited
2025-08-27,13.47,13.88,13.0,13.1,35498879,2025,8,AHCL,Fertilizer,Arif Habib Corporation Limited
2025-08-27,93.48,94.5,93.0,93.22,76911,2025,8,AHL,Banks/INV. COS/Securities COS.,Arif Habib Limited
2025-08-27,78.53,80.0,70.76,75.48,337,2025,8,AHTM,Textile Composite,Ahmed Hassan Textile Mills Limited
